Clave de idioma;Plan de cuentas;Cuenta de mayor;Texto breve;Texto explicativo;Texto explicativo
ES;XSON;6001102033;SBF DTH - PPV/Curaca;SBF DTH - PPV/Curacao;SBF DTH - PPV/CURACAO
ES;XSON;6001102035;SBF DTH - PPV/Ant.Ho;SBF DTH - PPV/Ant.Holandesas;SBF DTH - PPV/ANT.HOLANDE
ES;XSON;6001102036;SBF DTH - PPV/Jamaic;SBF DTH - PPV/Jamaica;SBF DTH - PPV/JAMAICA
ES;XSON;6001102037;SBF DTH - PPV/Bahama;SBF DTH - PPV/Bahamas;SBF DTH - PPV/BAHAMAS
ES;XSON;6001102038;SBF DTH - PPV/Italia;SBF DTH - PPV/Italia;SBF DTH - PPV/ITALIA
ES;XSON;6001102041;SBF DTH - PPV/Korea;SBF DTH - PPV/Korea;SBF DTH - PPV/KOREA
ES;XSON;6001102042;SBF DTH - PPV/Israel;SBF DTH - PPV/Israel;SBF DTH - PPV/ISRAEL
ES;XSON;6001102043;SBF DTH - PPV/Rusia;SBF DTH - PPV/Rusia;SBF DTH - PPV/RUSIA
ES;XSON;6001102044;SBF DTH - PPV/Rep.Ch;SBF DTH - PPV/Rep.Checa;SBF DTH - PPV/REP.CHECA
ES;XSON;6001102045;SBF DTH - PPV/US Vir;SBF DTH - PPV/US Virgin Island;SBF DTH - PPV/US VIRGIN I
ES;XSON;6001102046;SBF DTH - PPV/Eslove;SBF DTH - PPV/Eslovenia;SBF DTH - PPV/ESLOVENIA
ES;XSON;6001102047;SBF DTH - PPV/Hungri;SBF DTH - PPV/Hungria;SBF DTH - PPV/HUNGRIA
ES;XSON;6001102048;SBF DTH - PPV/Rumani;SBF DTH - PPV/Rumania;SBF DTH - PPV/RUMANIA
ES;XSON;6001102049;SBF DTH - PPV/Tailan;SBF DTH - PPV/Tailandia;SBF DTH - PPV/TAILANDIA
ES;XSON;6001102050;SBF DTH - PPV/Chipre;SBF DTH - PPV/Chipre;SBF DTH - PPV/CHIPRE
ES;XSON;6001102051;SBF DTH - PPV/Bulgar;SBF DTH - PPV/Bulgaria;SBF DTH - PPV/BULGARIA
ES;XSON;6001102052;SBF DTH - PPV/Trinid;SBF DTH - PPV/Trinidad;SBF DTH - PPV/TRINIDAD
ES;XSON;6001102053;SBF DTH - PPV/Grecia;SBF DTH - PPV/Grecia;SBF DTH - PPV/GRECIA
ES;XSON;6001102099;SBF DTH - PPV/Other;SBF DTH - PPV/Other;SBF DTH - PPV/OTHER
ES;XSON;6001103001;SBF DTH - PPV adults;SBF DTH - PPV adults/Argentina;SBF DTH - PPV ADULTS/ARGE
ES;XSON;6001103002;SBF DTH - PPV adults;SBF DTH - PPV adults/Chile;SBF DTH - PPV ADULTS/CHIL
ES;XSON;6001103003;SBF DTH - PPV adults;SBF DTH - PPV adults/Uruguay;SBF DTH - PPV ADULTS/URUG
ES;XSON;6001103004;SBF DTH - PPV adults;SBF DTH - PPV adults/Paraguay;SBF DTH - PPV ADULTS/PARA
ES;XSON;6001103005;SBF DTH - PPV adults;SBF DTH - PPV adults/Bolivia;SBF DTH - PPV ADULTS/BOLI
ES;XSON;6001103006;SBF DTH - PPV adults;SBF DTH - PPV adults/Brasil;SBF DTH - PPV ADULTS/BRAS
ES;XSON;6001103007;SBF DTH - PPV adults;SBF DTH - PPV adults/Mexico;SBF DTH - PPV ADULTS/MEXI
ES;XSON;6001103008;SBF DTH - PPV adults;SBF DTH - PPV adults/Ecuador;SBF DTH - PPV ADULTS/ECUA
ES;XSON;6001103009;SBF DTH - PPV adults;SBF DTH - PPV adults/Peru;SBF DTH - PPV ADULTS/PERU
ES;XSON;6001103010;SBF DTH - PPV adults;SBF DTH - PPV adults/Colombia;SBF DTH - PPV ADULTS/COLO
ES;XSON;6001103011;SBF DTH - PPV adults;SBF DTH - PPV adults/Venezuela;SBF DTH - PPV ADULTS/VENE
ES;XSON;6001103012;SBF DTH - PPV adults;SBF DTH - PPV adults/Panama;SBF DTH - PPV ADULTS/PANA
ES;XSON;6001103013;SBF DTH - PPV adults;SBF DTH - PPV adults/Nicaragua;SBF DTH - PPV ADULTS/NICA
ES;XSON;6001103014;SBF DTH - PPV adults;SBF DTH - PPV adults/Guatemala;SBF DTH - PPV ADULTS/GUAT
ES;XSON;6001103015;SBF DTH - PPV adults;SBF DTH - PPV adults/El Salvador;SBF DTH - PPV ADULTS/EL S
ES;XSON;6001103016;SBF DTH - PPV adults;SBF DTH - PPV adults/Costa Rica;SBF DTH - PPV ADULTS/COST
ES;XSON;6001103017;SBF DTH - PPV adults;SBF DTH - PPV adults/Honduras;SBF DTH - PPV ADULTS/HOND
ES;XSON;6001103018;SBF DTH - PPV adults;SBF DTH - PPV adults/E.E.U.U.;SBF DTH - PPV ADULTS/E.E.
ES;XSON;6001103019;SBF DTH - PPV adults;SBF DTH - PPV adults/Espa§a;SBF DTH - PPV ADULTS/ESPA
ES;XSON;6001103020;SBF DTH - PPV adults;SBF DTH - PPV adults/Francia;SBF DTH - PPV ADULTS/FRAN
ES;XSON;6001103021;SBF DTH - PPV adults;SBF DTH - PPV adults/Inglaterra;SBF DTH - PPV ADULTS/INGL
ES;XSON;6001103022;SBF DTH - PPV adults;SBF DTH - PPV adults/Japon;SBF DTH - PPV ADULTS/JAPO
ES;XSON;6001103023;SBF DTH - PPV adults;SBF DTH - PPV adults/Australia;SBF DTH - PPV ADULTS/AUST
ES;XSON;6001103024;SBF DTH - PPV adults;SBF DTH - PPV adults/Puerto Rico;SBF DTH - PPV ADULTS/PUER
ES;XSON;6001103025;SBF DTH - PPV adults;SBF DTH - PPV adults/Caribe;SBF DTH - PPV ADULTS/CARI
ES;XSON;6001103026;SBF DTH - PPV adults;SBF DTH - PPV adults/Rep.Dominicana;SBF DTH - PPV ADULTS/REP.
ES;XSON;6001103027;SBF DTH - PPV adults;SBF DTH - PPV adults/British Virgin;SBF DTH - PPV ADULTS/BRIT
ES;XSON;6001103030;SBF DTH - PPV adults;SBF DTH - PPV adults/Portugal;SBF DTH - PPV ADULTS/PORT
ES;XSON;6001103031;SBF DTH - PPV adults;SBF DTH - PPV adults/Aruba;SBF DTH - PPV ADULTS/ARUB
ES;XSON;6001103032;SBF DTH - PPV adults;SBF DTH - PPV adults/Belgica;SBF DTH - PPV ADULTS/BELG
ES;XSON;6001103033;SBF DTH - PPV adults;SBF DTH - PPV adults/Curacao;SBF DTH - PPV ADULTS/CURA
ES;XSON;6001103035;SBF DTH - PPV adults;SBF DTH - PPV adults/Ant.Holandesas;SBF DTH - PPV ADULTS/ANT.
ES;XSON;6001103036;SBF DTH - PPV adults;SBF DTH - PPV adults/Jamaica;SBF DTH - PPV ADULTS/JAMA
ES;XSON;6001103037;SBF DTH - PPV adults;SBF DTH - PPV adults/Bahamas;SBF DTH - PPV ADULTS/BAHA
ES;XSON;6001103038;SBF DTH - PPV adults;SBF DTH - PPV adults/Italia;SBF DTH - PPV ADULTS/ITAL
ES;XSON;6001103041;SBF DTH - PPV adults;SBF DTH - PPV adults/Korea;SBF DTH - PPV ADULTS/KORE
ES;XSON;6001103042;SBF DTH - PPV adults;SBF DTH - PPV adults/Israel;SBF DTH - PPV ADULTS/ISRA
ES;XSON;6001103043;SBF DTH - PPV adults;SBF DTH - PPV adults/Rusia;SBF DTH - PPV ADULTS/RUSI
ES;XSON;6001103044;SBF DTH - PPV adults;SBF DTH - PPV adults/Rep.Checa;SBF DTH - PPV ADULTS/REP.
ES;XSON;6001103045;SBF DTH - PPV adults;SBF DTH - PPV adults/US Virgin Island;SBF DTH - PPV ADULTS/US V
ES;XSON;6001103046;SBF DTH - PPV adults;SBF DTH - PPV adults/Eslovenia;SBF DTH - PPV ADULTS/ESLO
ES;XSON;6001103047;SBF DTH - PPV adults;SBF DTH - PPV adults/Hungria;SBF DTH - PPV ADULTS/HUNG
ES;XSON;6001103048;SBF DTH - PPV adults;SBF DTH - PPV adults/Rumania;SBF DTH - PPV ADULTS/RUMA
ES;XSON;6001103049;SBF DTH - PPV adults;SBF DTH - PPV adults/Tailandia;SBF DTH - PPV ADULTS/TAIL
ES;XSON;6001103050;SBF DTH - PPV adults;SBF DTH - PPV adults/Chipre;SBF DTH - PPV ADULTS/CHIP
ES;XSON;6001103051;SBF DTH - PPV adults;SBF DTH - PPV adults/Bulgaria;SBF DTH - PPV ADULTS/BULG
ES;XSON;6001103052;SBF DTH - PPV adults;SBF DTH - PPV adults/Trinidad;SBF DTH - PPV ADULTS/TRIN
ES;XSON;6001103053;SBF DTH - PPV adults;SBF DTH - PPV adults/Grecia;SBF DTH - PPV ADULTS/GREC
ES;XSON;6001103099;SBF DTH - PPV adults;SBF DTH - PPV adults/Other;SBF DTH - PPV ADULTS/OTHE
ES;XSON;6001195000;AxI-SBF-DTH;AxI-SBF-DTH;AXI-SBF-DTH
ES;XSON;6001200001;SBF-internet/Argenti;SBF-internet/Argentina;SBF-INTERNET/ARGENTINA
ES;XSON;6001200002;SBF-internet/Chile;SBF-internet/Chile;SBF-INTERNET/CHILE
ES;XSON;6001200003;SBF-internet/Uruguay;SBF-internet/Uruguay;SBF-INTERNET/URUGUAY
ES;XSON;6001200004;SBF-internet/Paragua;SBF-internet/Paraguay;SBF-INTERNET/PARAGUAY
ES;XSON;6001200005;SBF-internet/Bolivia;SBF-internet/Bolivia;SBF-INTERNET/BOLIVIA
ES;XSON;6001200006;SBF-internet/Brasil;SBF-internet/Brasil;SBF-INTERNET/BRASIL
ES;XSON;6001200007;SBF-internet/Mexico;SBF-internet/Mexico;SBF-INTERNET/MEXICO
ES;XSON;6001200008;SBF-internet/Ecuador;SBF-internet/Ecuador;SBF-INTERNET/ECUADOR
ES;XSON;6001200009;SBF-internet/Peru;SBF-internet/Peru;SBF-INTERNET/PERU
ES;XSON;6001200010;SBF-internet/Colombi;SBF-internet/Colombia;SBF-INTERNET/COLOMBIA
ES;XSON;6001200011;SBF-internet/Venezue;SBF-internet/Venezuela;SBF-INTERNET/VENEZUELA
ES;XSON;6001200012;SBF-internet/Panama;SBF-internet/Panama;SBF-INTERNET/PANAMA
ES;XSON;6001200013;SBF-internet/Nicarag;SBF-internet/Nicaragua;SBF-INTERNET/NICARAGUA
ES;XSON;6001200014;SBF-internet/Guatema;SBF-internet/Guatemala;SBF-INTERNET/GUATEMALA
ES;XSON;6001200015;SBF-internet/El Salv;SBF-internet/El Salvador;SBF-INTERNET/EL SALVADOR
ES;XSON;6001200016;SBF-internet/Costa R;SBF-internet/Costa Rica;SBF-INTERNET/COSTA RICA
ES;XSON;6001200017;SBF-internet/Hondura;SBF-internet/Honduras;SBF-INTERNET/HONDURAS
ES;XSON;6001200018;SBF-internet/E.E.U.U;SBF-internet/E.E.U.U.;SBF-INTERNET/E.E.U.U.
ES;XSON;6001200019;SBF-internet/Espa§a;SBF-internet/Espa§a;SBF-INTERNET/ESPA•A
ES;XSON;6001200020;SBF-internet/Francia;SBF-internet/Francia;SBF-INTERNET/FRANCIA
ES;XSON;6001200021;SBF-internet/Inglate;SBF-internet/Inglaterra;SBF-INTERNET/INGLATERRA
ES;XSON;6001200022;SBF-internet/Japon;SBF-internet/Japon;SBF-INTERNET/JAPON
ES;XSON;6001200023;SBF-internet/Austral;SBF-internet/Australia;SBF-INTERNET/AUSTRALIA
ES;XSON;6001200024;SBF-internet/Puerto;SBF-internet/Puerto Rico;SBF-INTERNET/PUERTO RICO
ES;XSON;6001200025;SBF-internet/Caribe;SBF-internet/Caribe;SBF-INTERNET/CARIBE
ES;XSON;6001200026;SBF-internet/Rep.Dom;SBF-internet/Rep.Dominicana;SBF-INTERNET/REP.DOMINICA
ES;XSON;6001200027;SBF-internet/British;SBF-internet/British Virgin;SBF-INTERNET/BRITISH VIRG
ES;XSON;6001200030;SBF-internet/Portuga;SBF-internet/Portugal;SBF-INTERNET/PORTUGAL
ES;XSON;6001200031;SBF-internet/Aruba;SBF-internet/Aruba;SBF-INTERNET/ARUBA
ES;XSON;6001200032;SBF-internet/Belgica;SBF-internet/Belgica;SBF-INTERNET/BELGICA
ES;XSON;6001200033;SBF-internet/Curacao;SBF-internet/Curacao;SBF-INTERNET/CURACAO
ES;XSON;6001200035;SBF-internet/Ant.Hol;SBF-internet/Ant.Holandesas;SBF-INTERNET/ANT.HOLANDES
ES;XSON;6001200036;SBF-internet/Jamaica;SBF-internet/Jamaica;SBF-INTERNET/JAMAICA
ES;XSON;6001200037;SBF-internet/Bahamas;SBF-internet/Bahamas;SBF-INTERNET/BAHAMAS
ES;XSON;6001200038;SBF-internet/Italia;SBF-internet/Italia;SBF-INTERNET/ITALIA
ES;XSON;6001200041;SBF-internet/Korea;SBF-internet/Korea;SBF-INTERNET/KOREA
ES;XSON;6001200042;SBF-internet/Israel;SBF-internet/Israel;SBF-INTERNET/ISRAEL
ES;XSON;6001200043;SBF-internet/Rusia;SBF-internet/Rusia;SBF-INTERNET/RUSIA
ES;XSON;6001200044;SBF-internet/Rep.Che;SBF-internet/Rep.Checa;SBF-INTERNET/REP.CHECA
ES;XSON;6001200045;SBF-internet/US Virg;SBF-internet/US Virgin Island;SBF-INTERNET/US VIRGIN IS
ES;XSON;6001200046;SBF-internet/Esloven;SBF-internet/Eslovenia;SBF-INTERNET/ESLOVENIA
ES;XSON;6001200047;SBF-internet/Hungria;SBF-internet/Hungria;SBF-INTERNET/HUNGRIA
ES;XSON;6001200048;SBF-internet/Rumania;SBF-internet/Rumania;SBF-INTERNET/RUMANIA
ES;XSON;6001200049;SBF-internet/Tailand;SBF-internet/Tailandia;SBF-INTERNET/TAILANDIA
ES;XSON;6001200050;SBF-internet/Chipre;SBF-internet/Chipre;SBF-INTERNET/CHIPRE
ES;XSON;6001200051;SBF-internet/Bulgari;SBF-internet/Bulgaria;SBF-INTERNET/BULGARIA
ES;XSON;6001200052;SBF-internet/Trinida;SBF-internet/Trinidad;SBF-INTERNET/TRINIDAD
ES;XSON;6001200053;SBF-internet/Grecia;SBF-internet/Grecia;SBF-INTERNET/GRECIA
ES;XSON;6001200099;SBF-internet/Other;SBF-internet/Other;SBF-INTERNET/OTHER
ES;XSON;6001202001;SBF-Internet PPV/Arg;SBF-Internet PPV/Argentina;SBF-INTERNET PPV/ARGENTIN
ES;XSON;6001202002;SBF-Internet PPV/Chi;SBF-Internet PPV/Chile;SBF-INTERNET PPV/CHILE
ES;XSON;6001202003;SBF-Internet PPV/Uru;SBF-Internet PPV/Uruguay;SBF-INTERNET PPV/URUGUAY
ES;XSON;6001202004;SBF-Internet PPV/Par;SBF-Internet PPV/Paraguay;SBF-INTERNET PPV/PARAGUAY
ES;XSON;6001202005;SBF-Internet PPV/Bol;SBF-Internet PPV/Bolivia;SBF-INTERNET PPV/BOLIVIA
ES;XSON;6001202006;SBF-Internet PPV/Bra;SBF-Internet PPV/Brasil;SBF-INTERNET PPV/BRASIL
ES;XSON;6001202007;SBF-Internet PPV/Mex;SBF-Internet PPV/Mexico;SBF-INTERNET PPV/MEXICO
ES;XSON;6001202008;SBF-Internet PPV/Ecu;SBF-Internet PPV/Ecuador;SBF-INTERNET PPV/ECUADOR
ES;XSON;6001202009;SBF-Internet PPV/Per;SBF-Internet PPV/Peru;SBF-INTERNET PPV/PERU
ES;XSON;6001202010;SBF-Internet PPV/Col;SBF-Internet PPV/Colombia;SBF-INTERNET PPV/COLOMBIA
ES;XSON;6001202011;SBF-Internet PPV/Ven;SBF-Internet PPV/Venezuela;SBF-INTERNET PPV/VENEZUEL
ES;XSON;6001202012;SBF-Internet PPV/Pan;SBF-Internet PPV/Panama;SBF-INTERNET PPV/PANAMA
ES;XSON;6001202013;SBF-Internet PPV/Nic;SBF-Internet PPV/Nicaragua;SBF-INTERNET PPV/NICARAGU
ES;XSON;6001202014;SBF-Internet PPV/Gua;SBF-Internet PPV/Guatemala;SBF-INTERNET PPV/GUATEMAL
ES;XSON;6001202015;SBF-Internet PPV/El;SBF-Internet PPV/El Salvador;SBF-INTERNET PPV/EL SALVA
ES;XSON;6001202016;SBF-Internet PPV/Cos;SBF-Internet PPV/Costa Rica;SBF-INTERNET PPV/COSTA RI
ES;XSON;6001202017;SBF-Internet PPV/Hon;SBF-Internet PPV/Honduras;SBF-INTERNET PPV/HONDURAS
ES;XSON;6001202018;SBF-Internet PPV/E.E;SBF-Internet PPV/E.E.U.U.;SBF-INTERNET PPV/E.E.U.U.
ES;XSON;6001202019;SBF-Internet PPV/Esp;SBF-Internet PPV/Espa§a;SBF-INTERNET PPV/ESPA•A
ES;XSON;6001202020;SBF-Internet PPV/Fra;SBF-Internet PPV/Francia;SBF-INTERNET PPV/FRANCIA
ES;XSON;6001202021;SBF-Internet PPV/Ing;SBF-Internet PPV/Inglaterra;SBF-INTERNET PPV/INGLATER
ES;XSON;6001202022;SBF-Internet PPV/Jap;SBF-Internet PPV/Japon;SBF-INTERNET PPV/JAPON
ES;XSON;6001202023;SBF-Internet PPV/Aus;SBF-Internet PPV/Australia;SBF-INTERNET PPV/AUSTRALI
ES;XSON;6001202024;SBF-Internet PPV/Pue;SBF-Internet PPV/Puerto Rico;SBF-INTERNET PPV/PUERTO R
ES;XSON;6001202025;SBF-Internet PPV/Car;SBF-Internet PPV/Caribe;SBF-INTERNET PPV/CARIBE
ES;XSON;6001202026;SBF-Internet PPV/Rep;SBF-Internet PPV/Rep.Dominicana;SBF-INTERNET PPV/REP.DOMI
ES;XSON;6001202027;SBF-Internet PPV/Bri;SBF-Internet PPV/British Virgin;SBF-INTERNET PPV/BRITISH
ES;XSON;6001202030;SBF-Internet PPV/Por;SBF-Internet PPV/Portugal;SBF-INTERNET PPV/PORTUGAL
ES;XSON;6001202031;SBF-Internet PPV/Aru;SBF-Internet PPV/Aruba;SBF-INTERNET PPV/ARUBA
ES;XSON;6001202032;SBF-Internet PPV/Bel;SBF-Internet PPV/Belgica;SBF-INTERNET PPV/BELGICA
ES;XSON;6001202033;SBF-Internet PPV/Cur;SBF-Internet PPV/Curacao;SBF-INTERNET PPV/CURACAO
ES;XSON;6001202035;SBF-Internet PPV/Ant;SBF-Internet PPV/Ant.Holandesas;SBF-INTERNET PPV/ANT.HOLA
ES;XSON;6001202036;SBF-Internet PPV/Jam;SBF-Internet PPV/Jamaica;SBF-INTERNET PPV/JAMAICA
ES;XSON;6001202037;SBF-Internet PPV/Bah;SBF-Internet PPV/Bahamas;SBF-INTERNET PPV/BAHAMAS
ES;XSON;6001202038;SBF-Internet PPV/Ita;SBF-Internet PPV/Italia;SBF-INTERNET PPV/ITALIA
ES;XSON;6001202041;SBF-Internet PPV/Kor;SBF-Internet PPV/Korea;SBF-INTERNET PPV/KOREA
ES;XSON;6001202042;SBF-Internet PPV/Isr;SBF-Internet PPV/Israel;SBF-INTERNET PPV/ISRAEL
ES;XSON;6001202043;SBF-Internet PPV/Rus;SBF-Internet PPV/Rusia;SBF-INTERNET PPV/RUSIA
ES;XSON;6001202044;SBF-Internet PPV/Rep;SBF-Internet PPV/Rep.Checa;SBF-INTERNET PPV/REP.CHEC
ES;XSON;6001202045;SBF-Internet PPV/US;SBF-Internet PPV/US Virgin Island;SBF-INTERNET PPV/US VIRGI
ES;XSON;6001202046;SBF-Internet PPV/Esl;SBF-Internet PPV/Eslovenia;SBF-INTERNET PPV/ESLOVENI
ES;XSON;6001202047;SBF-Internet PPV/Hun;SBF-Internet PPV/Hungria;SBF-INTERNET PPV/HUNGRIA
ES;XSON;6001202048;SBF-Internet PPV/Rum;SBF-Internet PPV/Rumania;SBF-INTERNET PPV/RUMANIA
ES;XSON;6001202049;SBF-Internet PPV/Tai;SBF-Internet PPV/Tailandia;SBF-INTERNET PPV/TAILANDI
ES;XSON;6001202050;SBF-Internet PPV/Chi;SBF-Internet PPV/Chipre;SBF-INTERNET PPV/CHIPRE
ES;XSON;6001202051;SBF-Internet PPV/Bul;SBF-Internet PPV/Bulgaria;SBF-INTERNET PPV/BULGARIA
ES;XSON;6001202052;SBF-Internet PPV/Tri;SBF-Internet PPV/Trinidad;SBF-INTERNET PPV/TRINIDAD
ES;XSON;6001202053;SBF-Internet PPV/Gre;SBF-Internet PPV/Grecia;SBF-INTERNET PPV/GRECIA
ES;XSON;6001202099;SBF-Internet PPV/Oth;SBF-Internet PPV/Other;SBF-INTERNET PPV/OTHER
ES;XSON;6001295000;AxI-SBF-Internet;AxI-SBF-Internet;AXI-SBF-INTERNET
ES;XSON;6002500001;Ventas eventos espec;Ventas eventos especiales/Argentina;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500002;Ventas eventos espec;Ventas eventos especiales/Chile;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500003;Ventas eventos espec;Ventas eventos especiales/Uruguay;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500004;Ventas eventos espec;Ventas eventos especiales/Paraguay;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500005;Ventas eventos espec;Ventas eventos especiales/Bolivia;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500006;Ventas eventos espec;Ventas eventos especiales/Brasil;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500007;Ventas eventos espec;Ventas eventos especiales/Mexico;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500008;Ventas eventos espec;Ventas eventos especiales/Ecuador;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500009;Ventas eventos espec;Ventas eventos especiales/Peru;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500010;Ventas eventos espec;Ventas eventos especiales/Colombia;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500011;Ventas eventos espec;Ventas eventos especiales/Venezuela;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500012;Ventas eventos espec;Ventas eventos especiales/Panama;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500013;Ventas eventos espec;Ventas eventos especiales/Nicaragua;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500014;Ventas eventos espec;Ventas eventos especiales/Guatemala;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500015;Ventas eventos espec;Ventas eventos especiales/El Salvador;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500016;Ventas eventos espec;Ventas eventos especiales/Costa Rica;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500017;Ventas eventos espec;Ventas eventos especiales/Honduras;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500018;Ventas eventos espec;Ventas eventos especiales/E.E.U.U.;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500019;Ventas eventos espec;Ventas eventos especiales/Espa§a;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500020;Ventas eventos espec;Ventas eventos especiales/Francia;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500021;Ventas eventos espec;Ventas eventos especiales/Inglaterra;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500022;Ventas eventos espec;Ventas eventos especiales/Japon;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500023;Ventas eventos espec;Ventas eventos especiales/Australia;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500024;Ventas eventos espec;Ventas eventos especiales/Puerto Rico;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500025;Ventas eventos espec;Ventas eventos especiales/Caribe;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500026;Ventas eventos espec;Ventas eventos especiales/Rep.Dominicana;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500027;Ventas eventos espec;Ventas eventos especiales/British Virgin;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500030;Ventas eventos espec;Ventas eventos especiales/Portugal;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500031;Ventas eventos espec;Ventas eventos especiales/Aruba;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500032;Ventas eventos espec;Ventas eventos especiales/Belgica;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500033;Ventas eventos espec;Ventas eventos especiales/Curacao;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500035;Ventas eventos espec;Ventas eventos especiales/Ant.Holandesas;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500036;Ventas eventos espec;Ventas eventos especiales/Jamaica;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500037;Ventas eventos espec;Ventas eventos especiales/Bahamas;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500038;Ventas eventos espec;Ventas eventos especiales/Italia;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500041;Ventas eventos espec;Ventas eventos especiales/Korea;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500042;Ventas eventos espec;Ventas eventos especiales/Israel;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500043;Ventas eventos espec;Ventas eventos especiales/Rusia;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500044;Ventas eventos espec;Ventas eventos especiales/Rep.Checa;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500045;Ventas eventos espec;Ventas eventos especiales/US Virgin Island;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500046;Ventas eventos espec;Ventas eventos especiales/Eslovenia;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500047;Ventas eventos espec;Ventas eventos especiales/Hungria;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500048;Ventas eventos espec;Ventas eventos especiales/Rumania;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500049;Ventas eventos espec;Ventas eventos especiales/Tailandia;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500050;Ventas eventos espec;Ventas eventos especiales/Chipre;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500051;Ventas eventos espec;Ventas eventos especiales/Bulgaria;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500052;Ventas eventos espec;Ventas eventos especiales/Trinidad;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500053;Ventas eventos espec;Ventas eventos especiales/Grecia;VENTAS EVENTOS ESPECIALES
ES;XSON;6002500099;Ventas eventos espec;Ventas eventos especiales/Other;VENTAS EVENTOS ESPECIALES
ES;XSON;6002595000;AxI-Ventas eventos e;AxI-Ventas eventos especiales;AXI-VENTAS EVENTOS ESPECI
ES;XSON;6003000001;SBF - digital basico;SBF - digital basico/Argentina;SBF - DIGITAL BASICO/ARGE
ES;XSON;6003000002;SBF - digital basico;SBF - digital basico/Chile;SBF - DIGITAL BASICO/CHIL
ES;XSON;6003000003;SBF - digital basico;SBF - digital basico/Uruguay;SBF - DIGITAL BASICO/URUG
ES;XSON;6003000004;SBF - digital basico;SBF - digital basico/Paraguay;SBF - DIGITAL BASICO/PARA
ES;XSON;6003000005;SBF - digital basico;SBF - digital basico/Bolivia;SBF - DIGITAL BASICO/BOLI
ES;XSON;6003000006;SBF - digital basico;SBF - digital basico/Brasil;SBF - DIGITAL BASICO/BRAS
ES;XSON;6003000007;SBF - digital basico;SBF - digital basico/Mexico;SBF - DIGITAL BASICO/MEXI
ES;XSON;6003000008;SBF - digital basico;SBF - digital basico/Ecuador;SBF - DIGITAL BASICO/ECUA
ES;XSON;6003000009;SBF - digital basico;SBF - digital basico/Peru;SBF - DIGITAL BASICO/PERU
ES;XSON;6003000010;SBF - digital basico;SBF - digital basico/Colombia;SBF - DIGITAL BASICO/COLO
ES;XSON;6003000011;SBF - digital basico;SBF - digital basico/Venezuela;SBF - DIGITAL BASICO/VENE
ES;XSON;6003000012;SBF - digital basico;SBF - digital basico/Panama;SBF - DIGITAL BASICO/PANA
ES;XSON;6003000013;SBF - digital basico;SBF - digital basico/Nicaragua;SBF - DIGITAL BASICO/NICA
ES;XSON;6003000014;SBF - digital basico;SBF - digital basico/Guatemala;SBF - DIGITAL BASICO/GUAT
ES;XSON;6003000015;SBF - digital basico;SBF - digital basico/El Salvador;SBF - DIGITAL BASICO/EL S
